_RAJ2000|_DEJ2000|KIC|2MASS|Teff|FeH|AFe|Numax|Dnu|ES|Fdnu|M(cor)|s_M(cor)|R(cor)|s_R(cor)|logg(seis)|s_logg(seis)|Rho|s_Rho|LogAge|Av|Notes|AP-1|KCat|Sloan|Simbad|_RA|_DE
291.3801667|+37.5540000| 2159864|19253124+3733144|4910.8|-0.097| 0.000| 77.292| 6.965|RGB     | 1.0256| 1.595| 0.038| 8.296| 0.014| 2.803| 0.007| 3.94e-03| 0.007| 3.284| 0.489|                |  0|KCat|Sloan|Simbad|291.38017|+37.55400
291.5993750|+37.5396389| 2160901|19262385+3732227|4668.4| 0.241| 0.015| 58.706| 5.670|RGB     | 1.0328| 1.434| 0.040| 9.142| 0.015| 2.673| 0.007| 2.65e-03| 0.007| 3.554| 0.414|                |  0|KCat|Sloan|Simbad|291.59937|+37.53964
291.7002083|+37.5629722| 2161409|19264805+3733467|4814.9| 0.097|-0.002| 99.226| 8.596|RGB     | 1.0260| 1.411| 0.036| 6.919| 0.013| 2.907| 0.007| 6.01e-03| 0.007| 3.536| 0.713|                |  0|KCat|Sloan|Simbad|291.70021|+37.56297
291.7902917|+37.5218611| 2161831|19270967+3731187|4899.7|-0.271| 0.079|144.986|12.411|RGB     | 1.0213| 1.059| 0.032| 4.937| 0.011| 3.076| 0.007| 1.24e-02| 0.007| 3.863| 0.490|                |  0|KCat|Sloan|Simbad|291.79029|+37.52186
292.2269167|+37.5574444| 2163856|19285446+3733268|5069.2|-0.030| 0.056| 71.198| 6.096|RC(S)   | 0.9831| 2.641| 0.060|11.033| 0.015| 2.774| 0.008| 2.77e-03| 0.008| 2.760| 0.383|                |  0|KCat|Sloan|Simbad|292.22692|+37.55744
292.3101667|+37.5410833| 2164262|19291444+3732279|4685.7| 0.147| 0.005| 60.737| 5.981|RGB     | 1.0340| 1.285| 0.039| 8.497| 0.014| 2.688| 0.007| 2.95e-03| 0.007| 3.698| 0.449|                |  0|KCat|Sloan|Simbad|292.31017|+37.54108
292.3274167|+37.5887500| 2164327|19291858+3735195|4839.1| 0.103|-0.023| 45.293| 4.672|RC      | 0.9981| 1.729| 0.072|11.323| 0.020| 2.568| 0.009| 1.68e-03| 0.008| 3.221| 0.197|                |  0|KCat|Sloan|Simbad|292.32742|+37.58875
292.3364167|+37.5708056| 2164379|19292074+3734149|4662.1| 0.418| 0.042|121.145|10.279|RGB     | 1.0276| 1.189| 0.034| 5.795| 0.012| 2.987| 0.007| 8.61e-03| 0.007| 3.870| 0.417|                |  0|KCat|Sloan|Simbad|292.33642|+37.57081
292.4445000|+37.5545556| 2164874|19294668+3733164|4422.9| 0.223|-0.012| 13.003| 1.792|RGB     | 1.0400| 1.402| 0.044|19.461| 0.016| 2.006| 0.007| 2.68e-04| 0.008| 3.587| 0.419|SeisUnc         |  0|KCat|Sloan|Simbad|292.44450|+37.55456
292.5097500|+37.5940833| 2165198|19300234+3735387|4810.7| 0.167|-0.009| 88.528| 7.749|RGB     | 1.0268| 1.510| 0.037| 7.580| 0.013| 2.858| 0.007| 4.89e-03| 0.007| 3.452| 0.349|                |  0|KCat|Sloan|Simbad|292.50975|+37.59408
292.5687083|+37.5846667| 2165450|19301649+3735048|5030.2| 0.138| 0.006|103.874| 8.127|RC      | 0.9962| 2.434| 0.047| 8.786| 0.009| 2.937| 0.007| 5.06e-03| 0.008| 2.856| 0.269|                |  0|KCat|Sloan|Simbad|292.56871|+37.58467
292.6046667|+37.5123889| 2165615|19302512+3730446|5031.7|-0.686| 0.256| 37.607| 4.150|RC      | 0.9988| 1.682| 0.076|12.139| 0.022| 2.496| 0.010| 1.33e-03| 0.008| 3.101| 0.418|                |  0|KCat|Sloan|Simbad|292.60467|+37.51239
292.7395000|+37.5290000| 2166223|19305748+3731444|4785.8| 0.118| 0.000| 68.350| 6.489|RGB     | 1.0310| 1.380| 0.039| 8.258| 0.014| 2.744| 0.007| 3.46e-03| 0.007| 3.578| 0.467|                |  0|KCat|Sloan|Simbad|292.73950|+37.52900
292.9435417|+37.5340000| 2167183|19314645+3732024|3914.6| 0.024| 0.087|  2.586| 0.567|RGB     | 1.0398| 0.916| 0.044|36.368| 0.017| 1.278| 0.007| 2.68e-05| 0.008| 4.167| 0.412|Ageold          |  0|KCat|Sloan|Simbad|292.94354|+37.53400
293.0708750|+37.5235000| 2167774|19321701+3731246|4720.8| 0.081| 0.009| 60.536| 5.800|RGB     | 1.0311| 1.471| 0.039| 9.091| 0.014| 2.688| 0.007| 2.76e-03| 0.007| 3.470| 0.078|                |  0|KCat|Sloan|Simbad|293.07087|+37.52350
285.9360000|+37.6485278| 2282855|19034464+3738547|4498.4| 0.337| 0.029| 42.079| 4.384|RGB(S)  | 1.0362| 1.380| 0.041|10.691| 0.015| 2.520| 0.007| 1.59e-03| 0.007| 3.638| 0.379|                |  0|KCat|Sloan|Simbad|285.93600|+37.64853
286.0251667|+37.6645278| 2283093|19040604+3739523|4564.8| 0.145| 0.013| 12.252| 1.520|RGB     | 1.0189| 2.577| 0.044|26.969| 0.016| 1.987| 0.007| 1.85e-04| 0.008| 2.735| 0.298|                |  0|KCat|Sloan|Simbad|286.02517|+37.66453
286.2241667|+37.6897222| 2283721|19045380+3741230|4755.2|-0.192| 0.112| 80.057| 7.799|RGB     | 1.0318| 1.049| 0.038| 6.664| 0.014| 2.811| 0.007| 5.00e-03| 0.007| 3.914| 0.236|                |  0|KCat|Sloan|Simbad|286.22417|+37.68972
286.4160000|+37.6305556| 2284330|19053984+3737500|4854.5|-0.186| 0.027| 29.000| 3.671|RC      | 1.0098| 1.142| 0.080|11.490| 0.024| 2.375| 0.010| 1.06e-03| 0.008| 3.620| 0.316|                |  1|KCat|Sloan|Simbad|286.41600|+37.63056
286.5306667|+37.6694444| 2284679|19060736+3740100|4872.3|-0.448| 0.205|198.902|16.146|RGB     | 1.0168| 0.963| 0.028| 4.026| 0.010| 3.212| 0.007| 2.08e-02| 0.006| 3.955| 0.000|                |  0|KCat|Sloan|Simbad|286.53067|+37.66944
286.9166667|+37.6792500| 2285827|19074000+3740453|4750.1| 0.275| 0.027|167.773|13.238|RGB     | 1.0213| 1.210| 0.031| 4.944| 0.010| 3.132| 0.007| 1.41e-02| 0.006| 3.817| 0.239|                |  0|KCat|Sloan|Simbad|286.91667|+37.67925
286.9371250|+37.6960000| 2285898|19074491+3741456|4790.9|-0.141| 0.177| 24.894| 3.839|RC      | 0.9709| 0.693| 0.082| 9.697| 0.025| 2.306| 0.010| 1.07e-03| 0.008| 4.098| 0.166|                |  1|KCat|Sloan|Simbad|286.93712|+37.69600
290.1898750|+37.6641389| 2297384|19204557+3739509|4521.6| 0.484| 0.058| 31.719| 3.806|RC      | 1.0077| 1.172| 0.078|11.334| 0.023| 2.398| 0.010| 1.14e-03| 0.008| 3.711| 0.513|                |  0|KCat|Sloan|Simbad|290.18987|+37.66414
290.2619167|+37.6249167| 2297785|19210286+3737297|4930.7|-0.166| 0.047| 48.096| 4.647|RC      | 1.0041| 2.125| 0.071|12.127| 0.020| 2.598| 0.009| 1.68e-03| 0.008| 3.007| 0.318|                |  0|KCat|Sloan|Simbad|290.26192|+37.62492
290.2635833|+37.6886111| 2297793|19210326+3741190|4092.2|-0.175| 0.077|  4.094| 0.775|RGB     | 1.0375| 1.122| 0.044|31.636| 0.017| 1.488| 0.007| 4.99e-05| 0.008| 3.801| 0.424|                |  0|KCat|Sloan|Simbad|290.26358|+37.68861
290.2701250|+37.6843333| 2297825|19210483+3741036|4550.1| 0.431| 0.051| 30.974| 3.790|RC      | 1.0062| 1.127| 0.079|11.227| 0.024| 2.389| 0.010| 1.12e-03| 0.008| 3.750| 0.503|                |  0|KCat|Sloan|Simbad|290.27012|+37.68433
290.8537083|+37.6481667| 2300329|19232489+3738534|4359.4| 0.125| 0.012| 15.931| 2.193|RGB     | 1.0456| 1.100| 0.043|15.635| 0.016| 2.091| 0.007| 4.06e-04| 0.008| 3.925| 0.272|                |  0|KCat|Sloan|Simbad|290.85371|+37.64817
290.8906250|+37.6693333| 2300503|19233375+3740096|4404.3|-0.129| 0.039| 13.756| 1.947|RGB     | 1.0421| 1.174| 0.043|17.334| 0.016| 2.030| 0.007| 3.18e-04| 0.008| 3.739| 0.239|                |  0|KCat|Sloan|Simbad|290.89062|+37.66933
291.0919167|+37.6400278| 2301349|19242206+3738241|4603.0| 0.389|-0.007| 66.555| 6.321|RGB     | 1.0340| 1.319| 0.039| 8.263| 0.014| 2.724| 0.007| 3.30e-03| 0.007| 3.710| 0.449|                |  0|KCat|Sloan|Simbad|291.09192|+37.64003
291.4769167|+37.6725556| 2303101|19255446+3740212|4739.1| 0.244| 0.046|170.620|13.772|RGB     | 1.0218| 1.080| 0.030| 4.636| 0.010| 3.139| 0.007| 1.53e-02| 0.006| 3.988| 0.284|                |  1|KCat|Sloan|Simbad|291.47692|+37.67256
291.4955000|+37.6065833| 2303200|19255892+3736237|4634.8|-0.024| 0.001| 54.510| 5.677|RGB     | 1.0365| 1.114| 0.040| 8.377| 0.015| 2.639| 0.007| 2.67e-03| 0.007| 3.855| 0.260|                |  0|KCat|Sloan|Simbad|291.49550|+37.60658
291.5366667|+37.6733889| 2303367|19260880+3740242|4630.4| 0.170| 0.015| 33.844| 4.054|RC      | 1.0030| 1.168| 0.077|10.888| 0.023| 2.432| 0.010| 1.28e-03| 0.008| 3.676| 0.097|                |  1|KCat|Sloan|Simbad|291.53667|+37.67339
291.5471250|+37.6380833| 2303414|19261131+3738171|4780.7| 0.033|-0.019| 64.400| 6.269|RGB     | 1.0322| 1.317| 0.039| 8.312| 0.014| 2.718| 0.007| 3.23e-03| 0.007| 3.634| 0.391|                |  0|KCat|Sloan|Simbad|291.54712|+37.63808
291.6879583|+37.6254722| 2304104|19264511+3737317|4599.3| 0.367| 0.009| 34.963| 3.931|RC      | 1.0093| 1.406| 0.077|11.772| 0.023| 2.444| 0.010| 1.22e-03| 0.008| 3.496| 0.452|                |  0|KCat|Sloan|Simbad|291.68796|+37.62547
291.8461667|+37.6995000| 2304765|19272308+3741582|4311.2| 0.308|-0.002|  6.864| 1.026|RGB     | 1.0288| 1.928| 0.044|31.622| 0.017| 1.723| 0.007| 8.60e-05| 0.008| 3.136| 0.634|                |  1|KCat|Sloan|Simbad|291.84617|+37.69950
291.9388750|+37.6882222| 2305145|19274533+3741176|5063.8| 0.016|-0.009|106.113| 8.370|RC      | 0.9958| 2.333| 0.047| 8.497| 0.009| 2.947| 0.007| 5.36e-03| 0.008| 2.886| 0.587|                |  0|KCat|Sloan|Simbad|291.93887|+37.68822
291.9961667|+37.6911667| 2305407|19275908+3741282|5025.1|-0.095|-0.023|175.072|13.067|RGB     | 1.0169| 1.603| 0.030| 5.494| 0.010| 3.163| 0.007| 1.36e-02| 0.006| 3.266| 0.316|                |  0|KCat|Sloan|Simbad|291.99617|+37.69117
292.0120000|+37.6974167| 2305479|19280288+3741507|4628.7| 0.294| 0.003| 79.018| 7.426|RGB     | 1.0333| 1.172| 0.038| 7.136| 0.014| 2.800| 0.007| 4.55e-03| 0.007| 3.875| 0.377|                |  0|KCat|Sloan|Simbad|292.01200|+37.69742
292.0367500|+37.6105833| 2305590|19280882+3736381|4603.8|-0.296| 0.235| 48.957| 5.314|RGB     | 1.0382| 1.035| 0.040| 8.531| 0.015| 2.591| 0.007| 2.35e-03| 0.007| 3.902| 0.246|                |  0|KCat|Sloan|Simbad|292.03675|+37.61058
292.1067917|+37.6897778| 2305930|19282563+3741232|4858.6|-0.435| 0.165| 28.624| 3.923|RC      | 0.9965| 0.889| 0.080|10.204| 0.024| 2.369| 0.010| 1.18e-03| 0.008| 3.834| 0.331|                |  1|KCat|Sloan|Simbad|292.10679|+37.68978
292.1178333|+37.6854722| 2305987|19282828+3741077|4659.1| 0.137| 0.062| 53.054| 5.502|RGB     | 1.0365| 1.173| 0.040| 8.702| 0.015| 2.628| 0.007| 2.51e-03| 0.007| 3.837| 0.539|                |  0|KCat|Sloan|Simbad|292.11783|+37.68547
292.1189583|+37.6658889| 2305992|19282855+3739572|4757.0| 0.081| 0.019|100.209| 8.894|RGB     | 1.0276| 1.237| 0.036| 6.467| 0.013| 2.909| 0.007| 6.45e-03| 0.007| 3.729| 0.282|                |  0|KCat|Sloan|Simbad|292.11896|+37.66589
292.2189167|+37.6419722| 2306481|19285254+3738311|4935.2|-0.245| 0.063| 36.163| 4.221|RC      | 0.9988| 1.357| 0.076|11.173| 0.022| 2.474| 0.010| 1.37e-03| 0.008| 3.411| 0.489|                |  0|KCat|Sloan|Simbad|292.21892|+37.64197
292.4835833|+37.6820833| 2307683|19295606+3740555|4750.2|-0.156| 0.014| 39.710| 4.303|RGB     | 1.0344| 1.365| 0.041|10.795| 0.015| 2.507| 0.007| 1.53e-03| 0.007| 3.519| 0.343|                |  1|KCat|Sloan|Simbad|292.48358|+37.68208
292.6409583|+37.6522500| 2308429|19303383+3739081|4900.5| 0.068| 0.010|       |      |REJECT  |       |      |      |      |      |      |      |         |      |      |      |No Seis         |  0|KCat|Sloan|Simbad|292.64096|+37.65225
292.8700000|+37.6441944| 2309469|19312880+3738391|4613.2| 0.187| 0.016| 27.953| 3.533|RC      | 1.0029| 1.136| 0.080|11.822| 0.024| 2.348| 0.010| 9.69e-04| 0.008| 3.708| 0.347|                |  1|KCat|Sloan|Simbad|292.87000|+37.64419
292.8840000|+37.6433611| 2309524|19313216+3738361|3938.9| 0.223| 0.032|  3.862| 0.724|RGB     | 1.0402| 1.157| 0.044|33.402| 0.017| 1.454| 0.007| 4.38e-05| 0.008| 3.870| 0.547|                |  0|KCat|Sloan|Simbad|292.88400|+37.64336
292.8910833|+37.6699722| 2309550|19313386+3740119|4883.3|-0.007|-0.030| 50.159| 5.026|RC      | 0.9989| 1.772| 0.070|10.868| 0.019| 2.614| 0.009| 1.95e-03| 0.008| 3.170| 0.030|                |  0|KCat|Sloan|Simbad|292.89108|+37.66997
293.0257500|+37.6958056| 2310129|19320618+3741449|4843.8| 0.167|-0.003| 51.857| 5.094|RC      | 0.9988| 1.834| 0.069|10.896| 0.019| 2.627| 0.009| 2.00e-03| 0.008| 3.183| 0.302|                |  0|KCat|Sloan|Simbad|293.02575|+37.69581
285.8875417|+37.7217500| 2422073|19033301+3743183|4489.0| 0.093| 0.010| 26.439| 3.253|RGB     | 1.0426| 1.098| 0.042|12.037| 0.016| 2.318| 0.007| 8.88e-04| 0.008| 3.921| 0.230|                |  1|KCat|Sloan|Simbad|285.88754|+37.72175
286.0527083|+37.7253056| 2422558|19041265+3743311|4740.0| 0.317| 0.029|109.901| 9.343|RGB     | 1.0268| 1.337| 0.035| 6.426| 0.012| 2.948| 0.007| 7.11e-03| 0.007| 3.676| 0.372|                |  0|KCat|Sloan|Simbad|286.05271|+37.72531
286.0732500|+37.7239167| 2422635|19041758+3743261|4843.7| 0.009| 0.006|109.649| 9.376|RGB     | 1.0243| 1.366| 0.035| 6.467| 0.012| 2.952| 0.007| 7.12e-03| 0.007| 3.549| 0.171|                |  1|KCat|Sloan|Simbad|286.07325|+37.72392
286.2484167|+37.7856111| 2423153|19045962+3747082|4754.6| 0.211| 0.077|233.900|17.445|RGB     | 1.0170| 1.107| 0.028| 4.005| 0.009| 3.277| 0.007| 2.43e-02| 0.006| 3.940| 0.049|                |  0|KCat|Sloan|Simbad|286.24842|+37.78561
286.4621667|+37.7597500| 2423824|19055092+3745351|4958.1|-0.316| 0.110| 22.374| 2.714|RGB     | 1.0314| 1.666| 0.043|15.718| 0.016| 2.267| 0.007| 6.05e-04| 0.008| 3.168| 0.202|                |  1|KCat|Sloan|Simbad|286.46217|+37.75975
286.4987500|+37.7784722| 2423932|19055970+3746425|4284.3| 0.340| 0.033| 18.570| 2.351|RGB     | 1.0420| 1.304| 0.043|15.836| 0.016| 2.154| 0.007| 4.63e-04| 0.008| 3.725| 0.239|                |  0|KCat|Sloan|Simbad|286.49875|+37.77847
286.8132083|+37.7459722| 2424822|19071517+3744455|4812.4| 0.055|-0.014| 93.870| 8.082|RGB     | 1.0254| 1.531| 0.037| 7.411| 0.013| 2.883| 0.007| 5.30e-03| 0.007| 3.401| 0.240|                |  1|KCat|Sloan|Simbad|286.81321|+37.74597
286.8457917|+37.7852222| 2424934|19072299+3747068|4853.3|-0.107| 0.041| 33.508| 3.936|RC      | 0.9936| 1.421| 0.078|11.928| 0.023| 2.438| 0.010| 1.18e-03| 0.008| 3.388| 0.260|                |  1|KCat|Sloan|Simbad|286.84579|+37.78522
286.8550833|+37.7794167| 2424955|19072522+3746459|4680.3|-0.023| 0.020| 51.414| 5.383|RGB     | 1.0356| 1.178| 0.040| 8.847| 0.015| 2.616| 0.007| 2.40e-03| 0.007| 3.771| 0.211|                |  0|KCat|Sloan|Simbad|286.85508|+37.77942
287.0737917|+37.7629722| 2425631|19081771+3745467|4556.6|-0.052| 0.005| 20.827| 2.567|RGB     | 1.0366| 1.449| 0.043|15.520| 0.016| 2.217| 0.007| 5.47e-04| 0.008| 3.464| 0.241|                |  1|KCat|Sloan|Simbad|287.07379|+37.76297
290.0822083|+37.7819167| 2435987|19201973+3746549|4434.2| 0.383| 0.051| 38.168| 4.211|RGB     | 1.0406| 1.164| 0.041|10.343| 0.015| 2.474| 0.007| 1.48e-03| 0.007| 3.904| 0.515|                |  1|KCat|Sloan|Simbad|290.08221|+37.78192
290.1195833|+37.7213611| 2436209|19202870+3743169|4498.4| 0.428| 0.051| 57.089| 5.736|RGB     | 1.0378| 1.169| 0.040| 8.446| 0.015| 2.652| 0.007| 2.74e-03| 0.007| 3.901| 0.404|                |  0|KCat|Sloan|Simbad|290.11958|+37.72136
290.1452083|+37.7749444| 2436417|19203485+3746298|4487.5| 0.418| 0.057| 27.241| 3.435|RC      | 0.9931| 1.173| 0.081|12.255| 0.025| 2.331| 0.010| 8.98e-04| 0.008| 3.710| 0.422|                |  0|KCat|Sloan|Simbad|290.14521|+37.77494
290.1576667|+37.7569167| 2436540|19203784+3745249|4492.1| 0.409| 0.026| 58.423| 5.803|RGB     | 1.0368| 1.198| 0.040| 8.455| 0.015| 2.662| 0.007| 2.80e-03| 0.007| 3.859| 0.408|                |  0|KCat|Sloan|Simbad|290.15767|+37.75692
290.1709167|+37.7173611| 2436688|19204102+3743025|4537.7| 0.425| 0.029| 76.017| 7.208|REJECT  |       |      |      |      |      |      |      |         |      |      | 0.418|No Seis         |  1|KCat|Sloan|Simbad|290.17092|+37.71736
290.1882083|+37.7427500| 2436900|19204517+3744339|4403.2| 0.399| 0.057| 35.688| 4.055|RGB     | 1.0427| 1.086| 0.042|10.352| 0.015| 2.444| 0.007| 1.38e-03| 0.007| 4.010| 0.404|                |  0|KCat|Sloan|Simbad|290.18821|+37.74275
290.1985417|+37.7922778| 2437040|19204765+3747322|4301.9| 0.432| 0.037| 25.507| 3.067|RGB     | 1.0440| 1.165| 0.042|12.756| 0.016| 2.293| 0.007| 7.92e-04| 0.008| 3.907| 0.354|                |  0|KCat|Sloan|Simbad|290.19854|+37.79228
290.2084583|+37.7911667| 2437191|19205003+3747282|4748.0| 0.156| 0.025|132.008|11.031|RGB     | 1.0243| 1.207| 0.033| 5.568| 0.012| 3.028| 0.007| 9.86e-03| 0.007| 3.790| 0.314|                |  0|KCat|Sloan|Simbad|290.20846|+37.79117
290.2191250|+37.7411389| 2437340|19205259+3744281|4061.3| 0.423| 0.045|  8.464| 1.360|RGB     | 1.0504| 0.985| 0.044|20.658| 0.017| 1.801| 0.007| 1.58e-04| 0.008| 4.157| 0.497|Ageold          |  0|KCat|Sloan|Simbad|290.21912|+37.74114
290.2202917|+37.7591944| 2437353|19205287+3745331|4537.3| 0.408| 0.042| 31.489| 3.826|RC      | 1.0067| 1.134| 0.079|11.175| 0.024| 2.396| 0.010| 1.14e-03| 0.008| 3.743| 0.411|                |  0|KCat|Sloan|Simbad|290.22029|+37.75919
290.2295833|+37.7878333| 2437496|19205510+3747162|3917.5| 0.400| 0.006|  4.500| 0.846|RGB     | 1.0442| 0.959| 0.044|28.212| 0.017| 1.519| 0.007| 6.03e-05| 0.008| 4.188| 0.489|Ageold, SeisUnc |  0|KCat|Sloan|Simbad|290.22958|+37.78783
290.2304167|+37.7208889| 2437507|19205530+3743152|4270.6| 0.453| 0.061| 20.522| 2.603|RGB     | 1.0453| 1.150| 0.043|14.158| 0.016| 2.197| 0.007| 5.72e-04| 0.008| 3.927| 0.414|                |  0|KCat|Sloan|Simbad|290.23042|+37.72089
290.2345417|+37.7426111| 2437564|19205629+3744334|4521.1| 0.444| 0.053| 32.220| 3.853|RC      | 1.0075| 1.171| 0.078|11.239| 0.023| 2.405| 0.010| 1.16e-03| 0.008| 3.711| 0.426|                |  0|KCat|Sloan|Simbad|290.23454|+37.74261
290.2442500|+37.7945556| 2437692|19205862+3747404|4814.3| 0.212|-0.016| 45.957| 4.800|RC      | 0.9984| 1.607| 0.072|10.852| 0.020| 2.573| 0.009| 1.77e-03| 0.008| 3.303| 0.313|                |  0|KCat|Sloan|Simbad|290.24425|+37.79456
290.2535833|+37.7594167| 2437804|19210086+3745339|4509.7| 0.458| 0.038| 27.166| 3.301|RC      | 0.9998| 1.337| 0.081|13.087| 0.025| 2.330| 0.010| 8.41e-04| 0.008| 3.564| 0.505|SeisUnc         |  0|KCat|Sloan|Simbad|290.25358|+37.75942
290.2546667|+37.7037222| 2437816|19210112+3742134|4249.1| 0.422| 0.048| 18.157| 2.366|RGB     | 1.0458| 1.156| 0.043|15.105| 0.016| 2.143| 0.007| 4.73e-04| 0.008| 3.918| 0.433|                |  0|KCat|Sloan|Simbad|290.25467|+37.70372
290.2677500|+37.7885278| 2437965|19210426+3747187|4134.0| 0.417| 0.008|  7.617| 1.325|RGB     | 1.0254| 0.901| 0.044|20.729| 0.017| 1.759| 0.007| 1.42e-04| 0.008| 4.227| 0.461|Ageold, SeisUnc |  1|KCat|Sloan|Simbad|290.26775|+37.78853
290.2762083|+37.7498889| 2438051|19210629+3744596|4502.3| 0.425| 0.015| 30.817| 3.668|RC      | 0.9982| 1.287| 0.079|12.059| 0.024| 2.385| 0.010| 1.03e-03| 0.008| 3.609| 0.310|                |  1|KCat|Sloan|Simbad|290.27621|+37.74989
290.3041667|+37.7168056| 2438333|19211300+3743005|4522.4| 0.430| 0.027| 60.838| 6.092|RGB     | 1.0377| 1.121| 0.039| 8.002| 0.014| 2.681| 0.007| 3.09e-03| 0.007| 3.964| 0.413|                |  1|KCat|Sloan|Simbad|290.30417|+37.71681
290.3089583|+37.7827222| 2438368|19211415+3746578|4848.8| 0.393| 0.002| 84.156| 7.002|RC      | 1.0033| 2.160| 0.054| 9.280| 0.012| 2.837| 0.008| 3.81e-03| 0.008| 3.056| 0.347|                |  0|KCat|Sloan|Simbad|290.30896|+37.78272
290.4724583|+37.7177500| 2439233|19215339+3743039|4174.2|-0.304| 0.057|  2.999| 0.607|RGB     | 1.0250| 1.270| 0.044|39.136| 0.017| 1.357| 0.007| 2.99e-05| 0.008| 3.560| 0.377|SeisUnc         |  0|KCat|Sloan|Simbad|290.47246|+37.71775
291.1395833|+37.7012500| 2441995|19243350+3742045|4831.0|-0.397| 0.180| 29.768| 4.190|RC      | 0.9878| 0.789| 0.079| 9.442| 0.024| 2.385| 0.010| 1.32e-03| 0.008| 3.953| 0.204|                |  0|KCat|Sloan|Simbad|291.13958|+37.70125
291.2548750|+37.7149167| 2442483|19250117+3742537|4673.7|-0.142| 0.118| 99.523| 9.224|RGB     | 1.0292| 1.014| 0.036| 5.900| 0.013| 2.902| 0.007| 6.96e-03| 0.007| 3.964| 0.202|                |  0|KCat|Sloan|Simbad|291.25487|+37.71492
291.2717083|+37.7981389| 2442559|19250521+3747533|4954.7|-0.096| 0.040| 42.245| 4.567|RC      | 0.9963| 1.603| 0.073|11.225| 0.021| 2.543| 0.010| 1.60e-03| 0.008| 3.246| 0.390|                |  0|KCat|Sloan|Simbad|291.27171|+37.79814
291.4950417|+37.7052500| 2443573|19255881+3742189|4720.9| 0.032| 0.007| 45.311| 4.647|RGB     | 1.0330| 1.485| 0.041|10.559| 0.015| 2.563| 0.007| 1.78e-03| 0.007| 3.455| 0.310|                |  0|KCat|Sloan|Simbad|291.49504|+37.70525
291.5705833|+37.7646389| 2443903|19261694+3745527|4787.1|-0.540| 0.231| 66.276| 6.977|RGB     | 1.0345| 0.929| 0.039| 6.880| 0.014| 2.731| 0.007| 4.02e-03| 0.007| 4.000| 0.155|                |  0|KCat|Sloan|Simbad|291.57058|+37.76464
291.6047917|+37.7805000| 2444062|19262515+3746498|5006.8|-0.159| 0.045| 55.746| 4.994|RC      | 0.9767| 2.835| 0.067|12.960| 0.018| 2.665| 0.009| 1.84e-03| 0.008| 2.635| 0.318|                |  0|KCat|Sloan|Simbad|291.60479|+37.78050
291.6687083|+37.7040556| 2444348|19264049+3742146|4551.8| 0.157| 0.005| 30.150| 3.263|RGB     | 1.0326| 1.708| 0.042|14.007| 0.016| 2.378| 0.007| 8.76e-04| 0.008| 3.269| 0.206|                |  1|KCat|Sloan|Simbad|291.66871|+37.70406
291.7681667|+37.7767778| 2444790|19270436+3746364|4730.3|-0.468| 0.210| 18.931| 2.880|RGB     | 1.0205| 0.774| 0.043|11.782| 0.016| 2.184| 0.007| 6.67e-04| 0.008| 4.233| 0.318|Ageold          |  0|KCat|Sloan|Simbad|291.76817|+37.77678
291.9095417|+37.7486667| 2445426|19273829+3744552|4865.1| 0.053|-0.011|113.422| 9.489|RGB     | 1.0235| 1.455| 0.035| 6.556| 0.012| 2.968| 0.007| 7.28e-03| 0.007| 3.477| 0.240|                |  0|KCat|Sloan|Simbad|291.90954|+37.74867
292.1062083|+37.7733333| 2446327|19282549+3746240|4600.9| 0.079| 0.066| 53.817| 5.568|RGB     | 1.0364| 1.147| 0.040| 8.568| 0.015| 2.632| 0.007| 2.57e-03| 0.007| 3.854| 0.408|                |  0|KCat|Sloan|Simbad|292.10621|+37.77333
292.2495000|+37.7551944| 2447046|19285988+3745187|4915.1| 0.086|-0.011|170.822|13.181|RGB     | 1.0188| 1.381| 0.030| 5.191| 0.010| 3.148| 0.007| 1.39e-02| 0.006| 3.557| 0.283|                |  0|KCat|Sloan|Simbad|292.24950|+37.75519
292.3327500|+37.7047222| 2447476|19291986+3742170|4704.5| 0.315| 0.001| 89.091| 7.855|RGB     | 1.0290| 1.398| 0.037| 7.311| 0.013| 2.855| 0.007| 5.04e-03| 0.007| 3.607| 0.413|                |  0|KCat|Sloan|Simbad|292.33275|+37.70472
