_RAJ2000|_DEJ2000|KIC|2MASS|Teff|FeH|AFe|Numax|Dnu|ES|Fdnu|M(cor)|s_M(cor)|R(cor)|s_R(cor)|logg(seis)|s_logg(seis)|Rho|s_Rho|LogAge|Av|Notes|AP-1|KCat|Sloan|Simbad|_RA|_DE
294.1213333|+45.1199722| 8891957|19362912+4507119|4847.7|-0.101| 0.013| 63.091| 6.118|RGB     | 1.0302| 1.405| 0.039| 8.644| 0.014| 2.712| 0.007| 3.07e-03| 0.007| 3.475| 0.471|                |  0|KCat|Sloan|Simbad|294.12133|+45.11997
295.4565417|+45.1657778| 8896115|19414957+4509568|4763.6|-0.252| 0.055| 52.107| 5.578|RGB     | 1.0363| 1.089| 0.040| 8.411| 0.015| 2.625| 0.007| 2.58e-03| 0.007| 3.822| 0.299|                |  0|KCat|Sloan|Simbad|295.45654|+45.16578
298.2527917|+45.1006667| 8905921|19530067+4506024|4320.5|-0.044| 0.044|  6.389| 1.016|RGB     | 1.0316| 1.608| 0.044|29.910| 0.017| 1.693| 0.007| 8.48e-05| 0.008| 3.308| 0.879|                |  0|KCat|Sloan|Simbad|298.25279|+45.10067
298.3567917|+45.1372778| 8906338|19532563+4508142|4926.2|-0.384| 0.075| 33.250| 4.175|RC(S)   | 0.9926| 1.127| 0.078|10.624| 0.023| 2.437| 0.010| 1.33e-03| 0.008| 3.598| 1.010|                |  0|KCat|Sloan|Simbad|298.35679|+45.13728
298.7340833|+45.1193056| 8907753|19545618+4507095|4944.2| 0.010| 0.007|       |      |REJECT  |       |      |      |      |      |      |      |         |      |      |      |No Seis         |  0|KCat|Sloan|Simbad|298.73408|+45.11931
298.7885833|+45.1770833| 8907943|19550926+4510375|4591.3| 0.329| 0.009| 33.344| 3.989|RC      | 1.0047| 1.169| 0.078|10.997| 0.023| 2.423| 0.010| 1.24e-03| 0.008| 3.701| 0.727|                |  0|KCat|Sloan|Simbad|298.78858|+45.17708
299.3041250|+45.1251667| 8909673|19571299+4507306|4856.7|-0.083|-0.032| 43.005| 4.598|RC(S)   | 0.9946| 1.609| 0.073|11.199| 0.021| 2.546| 0.009| 1.61e-03| 0.008| 3.257| 0.916|                |  0|KCat|Sloan|Simbad|299.30412|+45.12517
299.8438750|+45.1905278| 8911558|19592253+4511259|4899.8| 0.002| 0.000| 39.333| 4.421|RC      | 0.9994| 1.432| 0.075|11.026| 0.022| 2.509| 0.010| 1.51e-03| 0.008| 3.400| 0.830|                |  0|KCat|Sloan|Simbad|299.84387|+45.19053
300.5951250|+45.1558611| 8914107|20022283+4509211|4914.9|-0.037| 0.008|155.228|12.465|RGB     | 1.0198| 1.290| 0.032| 5.264| 0.011| 3.106| 0.007| 1.25e-02| 0.007| 3.625| 0.579|                |  0|KCat|Sloan|Simbad|300.59512|+45.15586
300.6501667|+45.1998611| 8914297|20023604+4511595|4802.7|-0.502| 0.101| 72.255| 7.437|RGB     | 1.0327| 0.943| 0.038| 6.635| 0.014| 2.769| 0.007| 4.55e-03| 0.007| 3.978| 0.630|                |  0|KCat|Sloan|Simbad|300.65017|+45.19986
300.7054167|+45.1042778| 8914504|20024930+4506154|4836.6|-0.105| 0.027| 33.912| 4.135|RC      | 0.9972| 1.187| 0.077|10.844| 0.023| 2.442| 0.010| 1.31e-03| 0.008| 3.594| 0.592|                |  0|KCat|Sloan|Simbad|300.70542|+45.10428
300.9853750|+45.1006667| 8915481|20035649+4506024|4385.1|-0.041| 0.034| 12.096| 1.700|RGB     | 1.0389| 1.380| 0.044|20.065| 0.016| 1.973| 0.007| 2.41e-04| 0.008| 3.535| 1.904|                |  0|KCat|Sloan|Simbad|300.98537|+45.10067
301.1642083|+45.1616389| 8916132|20043941+4509419|4010.4| 0.226| 0.015|  4.152| 0.749|RGB     | 1.0368| 1.304| 0.044|34.038| 0.017| 1.489| 0.007| 4.66e-05| 0.008| 3.693| 1.784|SeisUnc         |  0|KCat|Sloan|Simbad|301.16421|+45.16164
283.4192917|+45.2133611| 8934264|18534063+4512481|4382.5|-0.352| 0.083|  8.655| 1.422|RGB     | 1.0448| 1.010| 0.044|20.297| 0.017| 1.828| 0.007| 1.70e-04| 0.008| 3.897| 0.012|                |  1|KCat|Sloan|Simbad|283.41929|+45.21336
283.7272917|+45.2261389| 8934853|18545455+4513341|5066.1|-0.187| 0.017|229.658|16.393|RGB     | 1.0163| 1.482| 0.028| 4.603| 0.009| 3.283| 0.007| 2.14e-02| 0.006| 3.371| 0.000|                |  0|KCat|Sloan|Simbad|283.72729|+45.22614
284.1114167|+45.2602778| 8935612|18562674+4515370|4745.3|-0.142| 0.150| 29.563| 3.855|RC      | 0.9923| 1.031| 0.079|10.876| 0.024| 2.378| 0.010| 1.13e-03| 0.008| 3.740| 0.090|                |  0|KCat|Sloan|Simbad|284.11142|+45.26028
284.3321667|+45.2700278| 8936084|18571972+4516121|5025.7|-0.471| 0.124| 31.844| 4.233|RC      | 0.9918| 0.968| 0.078|10.012| 0.023| 2.423| 0.010| 1.36e-03| 0.008| 3.753| 0.087|                |  1|KCat|Sloan|Simbad|284.33217|+45.27003
284.3495000|+45.2133611| 8936104|18572388+4512481|4539.8| 0.384| 0.027| 31.003| 3.724|RC      | 1.0109| 1.186| 0.079|11.521| 0.024| 2.389| 0.010| 1.09e-03| 0.008| 3.700| 0.141|                |  1|KCat|Sloan|Simbad|284.34950|+45.21336
284.4628750|+45.2718056| 8936339|18575109+4516185|4833.2| 0.056| 0.003| 44.144| 4.602|RC(S)   | 0.9938| 1.727| 0.073|11.469| 0.021| 2.556| 0.009| 1.61e-03| 0.008| 3.217| 0.133|                |  1|KCat|Sloan|Simbad|284.46287|+45.27181
284.4661667|+45.2398889| 8936347|18575188+4514236|4710.6| 0.155| 0.033| 73.458| 7.047|RGB     | 1.0330| 1.193| 0.038| 7.436| 0.014| 2.772| 0.007| 4.09e-03| 0.007| 3.811| 0.132|                |  0|KCat|Sloan|Simbad|284.46617|+45.23989
284.4975833|+45.2966389| 8936409|18575942+4517479|4293.5|-0.235| 0.041|  6.848| 1.214|RGB     | 1.0481| 0.902| 0.044|21.669| 0.017| 1.721| 0.007| 1.25e-04| 0.008| 4.101| 0.139|                |  1|KCat|Sloan|Simbad|284.49758|+45.29664
284.7300417|+45.2538333| 8936877|18585521+4515138|4468.0|-0.300| 0.192| 24.639| 3.145|RGB     | 1.0429| 1.009| 0.043|11.963| 0.016| 2.286| 0.007| 8.31e-04| 0.008| 3.940| 0.006|                |  0|KCat|Sloan|Simbad|284.73004|+45.25383
284.8165000|+45.2782778| 8937073|18591596+4516418|4659.1| 0.061| 0.022| 25.304| 3.215|RC      | 1.0186| 1.171| 0.081|12.585| 0.025| 2.307| 0.010| 8.28e-04| 0.008| 3.648| 0.133|                |  1|KCat|Sloan|Simbad|284.81650|+45.27828
286.2541250|+45.2750556| 8939889|19050099+4516302|4661.6| 0.250| 0.006| 35.102| 4.107|RC      | 1.0027| 1.251| 0.077|11.046| 0.023| 2.449| 0.010| 1.31e-03| 0.008| 3.616| 0.102|                |  0|KCat|Sloan|Simbad|286.25412|+45.27506
286.2938750|+45.2709722| 8939964|19051053+4516155|4822.1|-0.310| 0.192| 28.546| 4.020|RC      | 0.9909| 0.809| 0.080| 9.764| 0.024| 2.367| 0.010| 1.23e-03| 0.008| 3.937| 0.028|                |  1|KCat|Sloan|Simbad|286.29387|+45.27097
286.3568333|+45.2204167| 8940098|19052564+4513135|4797.9|-0.099| 0.045| 33.403| 4.171|RC      | 1.0001| 1.069| 0.078|10.391| 0.023| 2.434| 0.010| 1.34e-03| 0.008| 3.700| 0.074|                |  1|KCat|Sloan|Simbad|286.35683|+45.22042
286.4240000|+45.2036944| 8940241|19054176+4512133|4765.8| 0.119| 0.022| 32.852| 4.058|RC      | 1.0020| 1.116| 0.078|10.722| 0.023| 2.425| 0.010| 1.28e-03| 0.008| 3.709| 0.191|                |  0|KCat|Sloan|Simbad|286.42400|+45.20369
286.7432917|+45.2458333| 8940851|19065839+4514450|4412.9|-0.023| 0.064| 14.730| 2.115|RGB     | 1.0463| 1.021| 0.043|15.613| 0.016| 2.060| 0.007| 3.78e-04| 0.008| 3.986| 0.087|                |  0|KCat|Sloan|Simbad|286.74329|+45.24583
286.8190833|+45.2744167| 8941031|19071658+4516279|4659.8|-0.090| 0.100| 28.185| 3.600|RC      | 0.9999| 1.109| 0.080|11.605| 0.024| 2.354| 0.010| 1.00e-03| 0.008| 3.673| 0.072|                |  0|KCat|Sloan|Simbad|286.81908|+45.27442
286.8992083|+45.2184722| 8941196|19073581+4513065|4763.6|-0.030| 0.012| 63.039| 6.243|RGB     | 1.0328| 1.246| 0.039| 8.180| 0.014| 2.708| 0.007| 3.21e-03| 0.007| 3.682| 0.128|                |  0|KCat|Sloan|Simbad|286.89921|+45.21847
286.9023333|+45.2773333| 8941202|19073656+4516384|4858.8|-0.179| 0.034| 34.167| 4.097|RC      | 0.9998| 1.254| 0.077|11.093| 0.023| 2.446| 0.010| 1.29e-03| 0.008| 3.523| 0.091|                |  1|KCat|Sloan|Simbad|286.90233|+45.27733
289.4083333|+45.2638333| 8946471|19173800+4515498|4801.4| 0.088| 0.001| 37.252| 4.289|RC      | 1.0018| 1.319| 0.076|10.927| 0.022| 2.481| 0.010| 1.43e-03| 0.008| 3.520| 0.303|                |  0|KCat|Sloan|Simbad|289.40833|+45.26383
289.4673333|+45.2328611| 8946619|19175216+4513583|4868.6|-0.118| 0.037| 33.419| 4.046|RC      | 1.0025| 1.225| 0.078|11.079| 0.023| 2.437| 0.010| 1.27e-03| 0.008| 3.554| 0.272|                |  0|KCat|Sloan|Simbad|289.46733|+45.23286
289.5538333|+45.2968889| 8946818|19181292+4517488|4904.3|-0.267| 0.099| 28.019| 3.701|RC      | 1.0053| 1.030| 0.080|11.078| 0.024| 2.362| 0.010| 1.07e-03| 0.008| 3.715| 0.314|                |  0|KCat|Sloan|Simbad|289.55383|+45.29689
289.8431667|+45.2551389| 8947422|19192236+4515185|4711.5| 0.222| 0.012| 35.945| 4.035|RC      | 1.0044| 1.456| 0.076|11.742| 0.023| 2.462| 0.010| 1.27e-03| 0.008| 3.432| 0.349|                |  0|KCat|Sloan|Simbad|289.84317|+45.25514
290.2015000|+45.2496111| 8948403|19204836+4514586|4679.4| 0.173| 0.014| 29.944| 3.119|RC      | 1.0094| 2.287| 0.079|16.152| 0.024| 2.381| 0.010| 7.65e-04| 0.008| 3.007| 0.052|                |  0|KCat|Sloan|Simbad|290.20150|+45.24961
290.2744167|+45.2157778| 8948617|19210586+4512568|4608.4|-0.231| 0.166| 41.465| 4.842|RGB     | 1.0412| 0.903| 0.041| 8.656| 0.015| 2.519| 0.007| 1.96e-03| 0.007| 4.140| 0.290|                |  0|KCat|Sloan|Simbad|290.27442|+45.21578
290.6391667|+45.2229444| 8949653|19223340+4513226|4316.1| 0.039| 0.086| 18.309| 2.511|RGB     | 1.0486| 0.947| 0.043|13.562| 0.016| 2.150| 0.007| 5.35e-04| 0.008| 4.137| 0.143|                |  0|KCat|Sloan|Simbad|290.63917|+45.22294
290.6990833|+45.2104444| 8949818|19224778+4512376|4558.6|-0.079| 0.160| 45.136| 4.991|RGB     | 1.0398| 1.020| 0.041| 8.844| 0.015| 2.553| 0.007| 2.08e-03| 0.007| 3.987| 0.190|                |  0|KCat|Sloan|Simbad|290.69908|+45.21044
291.1905000|+45.2176667| 8951178|19244572+4513036|5070.2|-0.039|-0.015|105.782| 8.433|RGB     | 1.0101| 2.122| 0.036| 8.115| 0.013| 2.946| 0.007| 5.60e-03| 0.007| 2.924| 0.169|                |  0|KCat|Sloan|Simbad|291.19050|+45.21767
291.2196250|+45.2864167| 8951252|19245271+4517111|5006.9|-0.081| 0.018| 49.902| 4.675|RC(S)   | 1.0099| 2.317| 0.070|12.382| 0.019| 2.617| 0.009| 1.72e-03| 0.008| 2.851| 0.121|                |  0|KCat|Sloan|Simbad|291.21962|+45.28642
291.5934167|+45.2521111| 8952278|19262242+4515076|4654.0|-0.108| 0.028| 45.144| 4.788|RGB(S)  | 1.0349| 1.267| 0.041| 9.803| 0.015| 2.558| 0.007| 1.90e-03| 0.007| 3.631| 0.198|                |  0|KCat|Sloan|Simbad|291.59342|+45.25211
291.8085000|+45.2103611| 8952952|19271404+4512373|4653.4|-0.388| 0.080| 12.922| 1.726|RGB     | 1.0282| 1.805| 0.044|21.873| 0.016| 2.015| 0.007| 2.43e-04| 0.008| 3.066| 0.320|                |  0|KCat|Sloan|Simbad|291.80850|+45.21036
291.8852500|+45.2221111| 8953164|19273246+4513196|4636.7| 0.366| 0.064|113.113| 9.859|RGB     | 1.0293| 1.126| 0.035| 5.845| 0.012| 2.956| 0.007| 7.95e-03| 0.007| 3.948| 0.202|                |  0|KCat|Sloan|Simbad|291.88525|+45.22211
292.8492083|+45.2615833| 8955683|19312381+4515417|4910.6|-0.085| 0.015| 47.762| 4.784|RC      | 1.0028| 1.851| 0.071|11.367| 0.020| 2.594| 0.009| 1.78e-03| 0.008| 3.127| 0.241|                |  1|KCat|Sloan|Simbad|292.84921|+45.26158
293.5179167|+45.2705278| 8957480|19340430+4516139|4700.7|-0.120| 0.031| 48.971| 5.265|RGB     | 1.0366| 1.116| 0.040| 8.812| 0.015| 2.595| 0.007| 2.30e-03| 0.007| 3.820| 0.303|                |  0|KCat|Sloan|Simbad|293.51792|+45.27053
293.5384167|+45.2025000| 8957543|19340922+4512090|4672.0| 0.280| 0.025| 37.134| 4.032|RC      | 1.0102| 1.554| 0.076|11.960| 0.022| 2.474| 0.010| 1.28e-03| 0.008| 3.366| 0.302|                |  1|KCat|Sloan|Simbad|293.53842|+45.20250
293.5932083|+45.2090278| 8957693|19342237+4512325|4918.0|-0.004|-0.021|136.536|10.820|RGB     | 1.0198| 1.548| 0.033| 6.147| 0.011| 3.051| 0.007| 9.40e-03| 0.007| 3.349| 0.296|                |  0|KCat|Sloan|Simbad|293.59321|+45.20903
293.6753750|+45.2825278| 8957928|19344209+4516571|4702.7| 0.138| 0.034| 34.261| 4.077|RC      | 1.0008| 1.223| 0.077|11.028| 0.023| 2.440| 0.010| 1.29e-03| 0.008| 3.622| 0.436|                |  0|KCat|Sloan|Simbad|293.67537|+45.28253
293.6827500|+45.2233611| 8957944|19344386+4513241|4905.7|-0.008| 0.022|113.392| 9.459|RGB     | 1.0225| 1.496| 0.035| 6.636| 0.012| 2.969| 0.007| 7.22e-03| 0.007| 3.405| 0.218|                |  0|KCat|Sloan|Simbad|293.68275|+45.22336
293.7185000|+45.2150833| 8958065|19345244+4512543|4807.3|-0.183| 0.045| 64.166| 6.366|RGB     | 1.0318| 1.237| 0.039| 8.059| 0.014| 2.718| 0.007| 3.33e-03| 0.007| 3.662| 0.322|                |  0|KCat|Sloan|Simbad|293.71850|+45.21508
294.0940833|+45.2831667| 8959259|19362258+4516594|4722.8| 0.298| 0.004| 75.127| 6.836|RGB     | 1.0300| 1.463| 0.038| 8.139| 0.014| 2.782| 0.007| 3.83e-03| 0.007| 3.534| 0.350|                |  1|KCat|Sloan|Simbad|294.09408|+45.28317
294.1780417|+45.2315833| 8959538|19364273+4513537|4575.5| 0.332| 0.025| 32.138| 3.928|RC      | 1.0044| 1.108| 0.078|10.916| 0.023| 2.407| 0.010| 1.20e-03| 0.008| 3.756| 0.316|                |  0|KCat|Sloan|Simbad|294.17804|+45.23158
294.3400833|+45.2000278| 8960083|19372162+4512001|4861.0|-0.005|-0.002| 99.710| 8.469|RGB     | 1.0237| 1.555| 0.036| 7.229| 0.013| 2.911| 0.007| 5.80e-03| 0.007| 3.347| 0.202|                |  0|KCat|Sloan|Simbad|294.34008|+45.20003
294.6704167|+45.2307778| 8961152|19384090+4513508|4512.0| 0.148| 0.003| 34.736| 3.985|RGB     | 1.0404| 1.123| 0.042|10.607| 0.016| 2.437| 0.007| 1.33e-03| 0.007| 3.903| 0.452|                |  0|KCat|Sloan|Simbad|294.67042|+45.23078
294.9787083|+45.2999722| 8962109|19395489+4517599|4894.6|-0.279| 0.041|137.335|11.892|RGB     | 1.0220| 1.063| 0.033| 5.084| 0.011| 3.052| 0.007| 1.14e-02| 0.007| 3.858| 0.269|                |  0|KCat|Sloan|Simbad|294.97871|+45.29997
295.2158333|+45.2198611| 8962844|19405180+4513115|4791.4| 0.048| 0.009| 41.617| 4.516|RC      | 0.9924| 1.550| 0.074|11.212| 0.021| 2.529| 0.010| 1.55e-03| 0.008| 3.324| 0.321|                |  1|KCat|Sloan|Simbad|295.21583|+45.21986
295.2368333|+45.2680556| 8962923|19405684+4516050|5052.0|-0.056|-0.020| 80.716| 6.898|RC      | 1.0026| 2.158| 0.056| 9.376| 0.013| 2.828| 0.008| 3.69e-03| 0.008| 3.018| 0.239|                |  1|KCat|Sloan|Simbad|295.23683|+45.26806
295.5495417|+45.2788333| 8963972|19421189+4516438|4647.4| 0.193|-0.024| 31.106| 3.808|RC      | 1.0060| 1.158| 0.079|11.294| 0.024| 2.396| 0.010| 1.13e-03| 0.008| 3.696| 0.441|                |  0|KCat|Sloan|Simbad|295.54954|+45.27883
295.6192500|+45.2577778| 8964218|19422862+4515280|4419.2| 0.326| 0.006| 31.198| 3.580|RGB     | 1.0409| 1.209| 0.042|11.673| 0.016| 2.386| 0.007| 1.07e-03| 0.008| 3.832| 0.242|                |  1|KCat|Sloan|Simbad|295.61925|+45.25778
297.9390417|+45.2097500| 8973228|19514537+4512351|4697.2| 0.006| 0.037| 50.170| 5.317|RGB     | 1.0364| 1.153| 0.040| 8.851| 0.015| 2.606| 0.007| 2.34e-03| 0.007| 3.829| 0.728|                |  0|KCat|Sloan|Simbad|297.93904|+45.20975
298.0457500|+45.2915556| 8973815|19521098+4517296|4958.1|-0.211| 0.020| 87.371| 7.726|RGB     | 1.0238| 1.555| 0.037| 7.686| 0.013| 2.858| 0.007| 4.83e-03| 0.007| 3.289| 0.228|                |  0|KCat|Sloan|Simbad|298.04575|+45.29156
298.6413750|+45.2084444| 8976283|19543393+4512304|4382.5|-0.357| 0.015|  5.818| 0.928|RGB     | 1.0232| 1.840| 0.044|33.413| 0.017| 1.655| 0.007| 6.96e-05| 0.008| 3.042| 0.821|                |  0|KCat|Sloan|Simbad|298.64137|+45.20844
300.1570833|+45.2320000| 8981783|20003770+4513552|4806.7| 0.251| 0.024|181.212|13.977|RGB     | 1.0196| 1.257| 0.030| 4.835| 0.010| 3.168| 0.007| 1.57e-02| 0.006| 3.752| 0.715|                |  0|KCat|Sloan|Simbad|300.15708|+45.23200
300.7028333|+45.2232222| 8983847|20024868+4513236|4857.2| 0.258| 0.011|217.489|16.447|RGB     | 1.0178| 1.160| 0.028| 4.228| 0.009| 3.250| 0.007| 2.16e-02| 0.006| 3.876| 0.709|                |  0|KCat|Sloan|Simbad|300.70283|+45.22322
300.7574167|+45.2712222| 8984044|20030178+4516164|4718.4| 0.121| 0.000| 36.302| 4.143|RC      | 0.9967| 1.395| 0.076|11.433| 0.022| 2.466| 0.010| 1.32e-03| 0.008| 3.462| 0.370|                |  0|KCat|Sloan|Simbad|300.75742|+45.27122
300.8387083|+45.2218611| 8984355|20032129+4513187|4795.4| 0.296| 0.008|187.280|14.357|RGB     | 1.0194| 1.243| 0.029| 4.733| 0.010| 3.182| 0.007| 1.65e-02| 0.006| 3.779| 0.521|                |  0|KCat|Sloan|Simbad|300.83871|+45.22186
301.0117500|+45.2860833| 8984984|20040282+4517099|4298.9| 0.234|-0.021| 10.245| 1.457|RGB     | 1.0380| 1.515| 0.044|22.960| 0.017| 1.897| 0.007| 1.77e-04| 0.008| 3.468| 1.845|                |  0|KCat|Sloan|Simbad|301.01175|+45.28608
301.0833333|+45.2255278| 8985207|20042000+4513319|4117.8| 0.050| 0.043|  6.491| 1.085|RGB     | 1.0429| 1.154| 0.044|25.449| 0.017| 1.689| 0.007| 9.89e-05| 0.008| 3.829| 1.855|                |  0|KCat|Sloan|Simbad|301.08333|+45.22553
301.0933333|+45.2183889| 8985246|20042240+4513062|4126.8| 0.212|-0.007|  7.189| 1.123|RGB     | 1.0383| 1.394| 0.044|26.558| 0.017| 1.734| 0.007| 1.05e-04| 0.008| 3.592| 2.042|SeisUnc         |  0|KCat|Sloan|Simbad|301.09333|+45.21839
283.2543333|+45.3037500| 9002344|18530104+4518135|4753.8|-0.041| 0.004| 43.333| 4.386|AMB     | 1.0206| 1.738| 0.110|11.658| 0.043| 2.545| 0.009| 1.55e-03| 0.010| 3.201| 0.134|                |  1|KCat|Sloan|Simbad|283.25433|+45.30375
283.3702500|+45.3078611| 9002577|18532886+4518283|4567.8|-0.649| 0.131| 10.584| 1.680|RGB     | 1.0416| 1.020| 0.044|18.255| 0.017| 1.924| 0.007| 2.36e-04| 0.008| 3.804| 0.103|                |  0|KCat|Sloan|Simbad|283.37025|+45.30786
283.4705833|+45.3590556| 9002777|18535294+4521326|4290.9|-0.155| 0.032|  6.170| 1.094|RGB     | 1.0450| 1.011| 0.044|24.170| 0.017| 1.676| 0.007| 1.01e-04| 0.008| 3.963| 0.155|SeisUnc         |  0|KCat|Sloan|Simbad|283.47058|+45.35906
283.4892083|+45.3078333| 9002805|18535741+4518282|5013.7| 0.041| 0.009| 65.439| 5.909|RC      | 1.0056| 2.087| 0.063|10.259| 0.016| 2.735| 0.009| 2.73e-03| 0.008| 3.053| 0.068|                |  0|KCat|Sloan|Simbad|283.48921|+45.30783
283.5240833|+45.3465000| 9002884|18540578+4520474|4174.9|-0.237| 0.167|  4.699| 0.885|RGB     | 1.0417| 1.011| 0.044|27.893| 0.017| 1.552| 0.007| 6.56e-05| 0.008| 3.934| 0.070|SeisUnc         |  1|KCat|Sloan|Simbad|283.52408|+45.34650
283.9250417|+45.3158056| 9003765|18554201+4518569|4580.4| 0.071| 0.080| 59.198| 6.046|RGB     | 1.0364| 1.091| 0.040| 7.975| 0.014| 2.672| 0.007| 3.03e-03| 0.007| 3.932| 0.010|                |  1|KCat|Sloan|Simbad|283.92504|+45.31581
284.3042083|+45.3853889| 9004448|18571301+4523074|4627.3| 0.122| 0.014| 26.881| 3.510|RC      | 1.0022| 1.044| 0.081|11.553| 0.025| 2.331| 0.010| 9.55e-04| 0.008| 3.779| 0.030|                |  1|KCat|Sloan|Simbad|284.30421|+45.38539
284.5096667|+45.3077778| 9004818|18580232+4518280|4747.5| 0.102| 0.015| 73.189| 6.626|RGB     | 1.0282| 1.556| 0.038| 8.492| 0.014| 2.772| 0.007| 3.58e-03| 0.007| 3.390| 0.099|                |  0|KCat|Sloan|Simbad|284.50967|+45.30778
285.6353333|+45.3653889| 9007080|19023248+4521554|4634.8| 0.214| 0.004| 34.461| 4.001|RC      | 0.9957| 1.340| 0.077|11.554| 0.023| 2.440| 0.010| 1.23e-03| 0.008| 3.531| 0.073|                |  0|KCat|Sloan|Simbad|285.63533|+45.36539
285.9331250|+45.3173056| 9007718|19034395+4519023|4624.8| 0.309| 0.022| 34.529| 4.000|RC      | 1.0021| 1.312| 0.077|11.426| 0.023| 2.440| 0.010| 1.24e-03| 0.008| 3.574| 0.170|                |  1|KCat|Sloan|Simbad|285.93312|+45.31731
286.0825417|+45.3941944| 9008090|19041981+4523391|4809.5| 0.032| 0.038| 36.896| 4.299|RC      | 1.0011| 1.276| 0.076|10.796| 0.022| 2.477| 0.010| 1.43e-03| 0.008| 3.550| 0.127|                |  0|KCat|Sloan|Simbad|286.08254|+45.39419
286.1604583|+45.3336944| 9008236|19043851+4520013|4536.2|-0.047| 0.032| 23.427| 2.967|RGB     | 1.0424| 1.122| 0.043|12.890| 0.016| 2.267| 0.007| 7.38e-04| 0.008| 3.843| 0.081|                |  0|KCat|Sloan|Simbad|286.16046|+45.33369
286.1792917|+45.3997500| 9008270|19044303+4523591|4796.9| 0.040| 0.058| 34.296| 3.987|RC      | 0.9927| 1.428| 0.077|11.853| 0.023| 2.445| 0.010| 1.21e-03| 0.008| 3.426| 0.030|                |  1|KCat|Sloan|Simbad|286.17929|+45.39975
286.6058750|+45.3326667| 9009158|19062541+4519576|4697.2| 0.054| 0.014| 27.000| 3.108|RC      | 1.0054| 1.738| 0.081|14.813| 0.025| 2.337| 0.010| 7.54e-04| 0.008| 3.208| 0.046|                |  0|KCat|Sloan|Simbad|286.60587|+45.33267
286.6142500|+45.3782222| 9009175|19062742+4522416|4639.7| 0.252| 0.044| 33.383| 4.063|RC      | 1.0046| 1.107| 0.078|10.668| 0.023| 2.426| 0.010| 1.29e-03| 0.008| 3.746| 0.162|                |  0|KCat|Sloan|Simbad|286.61425|+45.37822
286.7093333|+45.3463889| 9009403|19065024+4520470|4569.3|-0.144| 0.009| 12.602| 1.805|RGB     | 1.0395| 1.303| 0.044|18.906| 0.016| 2.000| 0.007| 2.72e-04| 0.008| 3.590| 0.164|                |  0|KCat|Sloan|Simbad|286.70933|+45.34639
286.8827917|+45.3503056| 9009805|19073187+4521011|4786.3|-0.227| 0.065| 50.114| 5.210|RGB     | 1.0333| 1.297| 0.040| 9.349| 0.015| 2.609| 0.007| 2.24e-03| 0.007| 3.560| 0.080|                |  1|KCat|Sloan|Simbad|286.88279|+45.35031
286.9526667|+45.3610556| 9009957|19074864+4521398|4884.1|-0.047| 0.035|179.790|14.320|RGB     | 1.0186| 1.146| 0.030| 4.616| 0.010| 3.169| 0.007| 1.64e-02| 0.006| 3.805| 0.163|                |  0|KCat|Sloan|Simbad|286.95267|+45.36106
288.2381667|+45.3957222| 9012783|19125716+4523446|4512.6| 0.249| 0.015| 36.290| 4.059|RGB     | 1.0397| 1.194| 0.042|10.697| 0.015| 2.456| 0.007| 1.37e-03| 0.007| 3.837| 0.224|                |  1|KCat|Sloan|Simbad|288.23817|+45.39572
289.5153333|+45.3330833| 9015765|19180368+4519591|4787.9|-0.251| 0.069| 37.158| 4.096|RGB     | 1.0340| 1.380| 0.041|11.201| 0.015| 2.480| 0.007| 1.38e-03| 0.007| 3.472| 0.303|                |  0|KCat|Sloan|Simbad|289.51533|+45.33308
289.7854167|+45.3530833| 9016455|19190850+4521111|5076.5| 0.076|-0.026| 80.162| 6.693|RC      | 0.9990| 2.437| 0.056| 9.984| 0.013| 2.826| 0.008| 3.45e-03| 0.008| 2.896| 0.306|                |  0|KCat|Sloan|Simbad|289.78542|+45.35308
289.9657917|+45.3383333| 9016901|19195179+4520180|4998.1|-0.670| 0.254| 28.085| 4.087|RC      | 0.9858| 0.777| 0.080| 9.562| 0.024| 2.367| 0.010| 1.25e-03| 0.008| 3.942| 0.021|                |  0|KCat|Sloan|Simbad|289.96579|+45.33833
290.3876667|+45.3770000| 9018004|19213304+4522372|4934.6|-0.272| 0.058| 31.450| 4.154|RC      | 0.9945| 0.968| 0.079|10.120| 0.024| 2.414| 0.010| 1.32e-03| 0.008| 3.782| 0.266|                |  0|KCat|Sloan|Simbad|290.38767|+45.37700
