_RAJ2000|_DEJ2000|KIC|2MASS|Teff|FeH|AFe|Numax|Dnu|ES|Fdnu|M(cor)|s_M(cor)|R(cor)|s_R(cor)|logg(seis)|s_logg(seis)|Rho|s_Rho|LogAge|Av|Notes|AP-1|KCat|Sloan|Simbad|_RA|_DE
299.2355000|+46.9436944|10033231|19565652+4656373|4871.1| 0.277|-0.004|137.405|10.716|RGB     | 1.0208| 1.610| 0.033| 6.264| 0.011| 3.051| 0.007| 9.24e-03| 0.007| 3.371| 0.379|                |  0|KCat|Sloan|Simbad|299.23550|+46.94369
280.8929583|+47.0049167|10053392|18433431+4700177|4543.6| 0.372| 0.035| 75.292| 7.185|RGB     | 1.0354| 1.116| 0.038| 7.168| 0.014| 2.775| 0.007| 4.27e-03| 0.007| 3.963| 0.138|                |  0|KCat|Sloan|Simbad|280.89296|+47.00492
281.0273750|+47.0879444|10053594|18440657+4705166|4612.5| 0.433| 0.028| 93.422| 8.325|RGB     | 1.0313| 1.229| 0.037| 6.727| 0.013| 2.872| 0.007| 5.69e-03| 0.007| 3.821| 0.127|                |  0|KCat|Sloan|Simbad|281.02737|+47.08794
282.0100833|+47.0000833|10055061|18480242+4700003|4221.6| 0.309| 0.049| 15.716| 2.119|RGB     | 1.0452| 1.158| 0.043|16.275| 0.016| 2.078| 0.007| 3.79e-04| 0.008| 3.897| 0.131|                |  0|KCat|Sloan|Simbad|282.01008|+47.00008
282.0970417|+47.0271667|10055196|18482329+4701378|4764.5| 0.357| 0.014|106.295| 8.787|RGB     | 1.0252| 1.568| 0.036| 7.067| 0.013| 2.935| 0.007| 6.27e-03| 0.007| 3.431| 0.125|                |  0|KCat|Sloan|Simbad|282.09704|+47.02717
282.3475417|+47.0342778|10055660|18492341+4702034|4252.0| 0.087| 0.079|  9.310| 1.358|RGB     | 1.0370| 1.488| 0.044|23.928| 0.017| 1.853| 0.007| 1.53e-04| 0.008| 3.467| 0.099|                |  0|KCat|Sloan|Simbad|282.34754|+47.03428
282.3558750|+47.0612500|10055674|18492541+4703405|4650.2| 0.205|-0.002| 44.148| 4.540|RGB     | 1.0337| 1.471| 0.041|10.686| 0.015| 2.548| 0.007| 1.70e-03| 0.007| 3.504| 0.151|                |  0|KCat|Sloan|Simbad|282.35587|+47.06125
282.3722500|+47.0131667|10055700|18492934+4700474|4963.6|-0.368| 0.176| 35.930| 4.145|RC      | 0.9940| 1.471| 0.076|11.654| 0.023| 2.473| 0.010| 1.31e-03| 0.008| 3.298| 0.156|                |  0|KCat|Sloan|Simbad|282.37225|+47.01317
282.8412083|+47.0741389|10056474|18512189+4704269|4913.3| 0.058| 0.016| 50.116| 4.922|RC      | 1.0020| 1.916| 0.070|11.289| 0.019| 2.615| 0.009| 1.88e-03| 0.008| 3.124| 0.152|                |  0|KCat|Sloan|Simbad|282.84121|+47.07414
283.2607083|+47.0697222|10057222|18530257+4704110|4689.0| 0.120| 0.028| 50.777| 5.245|RGB     | 1.0353| 1.264| 0.040| 9.217| 0.015| 2.611| 0.007| 2.28e-03| 0.007| 3.714| 0.242|                |  0|KCat|Sloan|Simbad|283.26071|+47.06972
283.5465833|+47.0993611|10057670|18541118+4705577|4612.7|-0.268| 0.151| 49.469| 5.403|RGB     | 1.0384| 1.001| 0.040| 8.344| 0.015| 2.596| 0.007| 2.43e-03| 0.007| 3.957| 0.017|                |  0|KCat|Sloan|Simbad|283.54658|+47.09936
284.4201667|+47.0316389|10059338|18574084+4701539|4510.6|-0.162| 0.031|  9.820| 1.482|RGB     | 1.0384| 1.338| 0.044|21.775| 0.017| 1.889| 0.007| 1.83e-04| 0.008| 3.550| 0.099|                |  0|KCat|Sloan|Simbad|284.42017|+47.03164
286.2838333|+47.0543889|10063028|19050812+4703158|4732.3|-0.116| 0.166| 30.134| 4.013|RC      | 0.9961| 0.913| 0.079|10.143| 0.024| 2.386| 0.010| 1.23e-03| 0.008| 3.863| 0.162|                |  0|KCat|Sloan|Simbad|286.28383|+47.05439
286.3772500|+47.0495278|10063188|19053054+4702583|4888.3|-0.129| 0.021| 45.334| 4.709|RC(S)   | 0.9958| 1.722| 0.072|11.269| 0.020| 2.570| 0.009| 1.70e-03| 0.008| 3.178| 0.102|                |  0|KCat|Sloan|Simbad|286.37725|+47.04953
286.3912083|+47.0140000|10063214|19053389+4700504|4845.2| 0.100| 0.015|159.310|12.797|RGB     | 1.0209| 1.224| 0.031| 5.078| 0.011| 3.114| 0.007| 1.32e-02| 0.007| 3.752| 0.157|                |  0|KCat|Sloan|Simbad|286.39121|+47.01400
287.7592917|+47.0149722|10065848|19110223+4700539|4780.9|-0.300| 0.217| 29.970| 4.034|RC      | 0.9930| 0.904| 0.079|10.094| 0.024| 2.386| 0.010| 1.24e-03| 0.008| 3.839| 0.024|                |  1|KCat|Sloan|Simbad|287.75929|+47.01497
288.1315833|+47.0477778|10066568|19123158+4702520|5026.5|-0.691| 0.272| 28.467| 3.562|RC      | 1.0001| 1.335| 0.080|12.432| 0.024| 2.374| 0.010| 9.80e-04| 0.008| 3.350| 0.052|                |  1|KCat|Sloan|Simbad|288.13158|+47.04778
288.5512500|+47.0900278|10067407|19141230+4705241|4687.6|-0.281| 0.074| 34.178| 3.939|RGB     | 1.0369| 1.203| 0.042|10.962| 0.016| 2.439| 0.007| 1.29e-03| 0.007| 3.668| 0.120|                |  1|KCat|Sloan|Simbad|288.55125|+47.09003
289.0817500|+47.0651667|10068556|19161962+4703546|4936.0| 0.068| 0.002|180.934|13.966|RGB     | 1.0185| 1.312| 0.030| 4.911| 0.010| 3.174| 0.007| 1.56e-02| 0.006| 3.632| 0.129|                |  1|KCat|Sloan|Simbad|289.08175|+47.06517
289.2090833|+47.0500556|10068801|19165018+4703002|4320.6| 0.083| 0.009| 11.429| 1.621|RGB     | 1.0397| 1.375| 0.044|20.683| 0.017| 1.945| 0.007| 2.19e-04| 0.008| 3.575| 0.189|                |  1|KCat|Sloan|Simbad|289.20908|+47.05006
289.2140417|+47.0870833|10068810|19165137+4705135|4612.3|-0.222| 0.168| 48.598| 5.350|RGB     | 1.0387| 0.986| 0.040| 8.355| 0.015| 2.588| 0.007| 2.38e-03| 0.007| 4.012| 0.000|                |  1|KCat|Sloan|Simbad|289.21404|+47.08708
289.2513333|+47.0939722|10068892|19170032+4705383|4522.4|-0.240| 0.034| 14.977| 2.093|RGB     | 1.0411| 1.185| 0.043|16.581| 0.016| 2.073| 0.007| 3.67e-04| 0.008| 3.693| 0.159|                |  0|KCat|Sloan|Simbad|289.25133|+47.09397
289.3229583|+47.0333889|10069045|19171751+4702002|4666.9|-0.017| 0.012| 46.995| 5.016|RGB     | 1.0362| 1.185| 0.041| 9.289| 0.015| 2.576| 0.007| 2.09e-03| 0.007| 3.758| 0.125|                |  1|KCat|Sloan|Simbad|289.32296|+47.03339
289.4451250|+47.0920556|10069277|19174683+4705314|4903.4|-0.448| 0.063| 27.626| 3.502|RC      | 1.0081| 1.218| 0.080|12.132| 0.024| 2.356| 0.010| 9.62e-04| 0.008| 3.498| 0.130|                |  1|KCat|Sloan|Simbad|289.44512|+47.09206
289.5810000|+47.0625833|10069570|19181944+4703453|4718.5|-0.055| 0.031| 41.124| 4.449|RGB     | 1.0356| 1.308| 0.041|10.403| 0.015| 2.520| 0.007| 1.64e-03| 0.007| 3.615| 0.166|                |  0|KCat|Sloan|Simbad|289.58100|+47.06258
290.0566250|+47.0597500|10070717|19201359+4703351|4732.7| 0.066| 0.027| 32.676| 4.066|RC      | 1.0015| 1.080| 0.078|10.594| 0.023| 2.421| 0.010| 1.28e-03| 0.008| 3.732| 0.136|                |  1|KCat|Sloan|Simbad|290.05662|+47.05975
290.2748333|+47.0640278|10071249|19210596+4703505|4801.2|-0.182| 0.065| 32.274| 3.983|RC      | 0.9970| 1.176| 0.078|11.084| 0.023| 2.419| 0.010| 1.22e-03| 0.008| 3.597| 0.078|                |  1|KCat|Sloan|Simbad|290.27483|+47.06403
291.2937083|+47.0535556|10073828|19251049+4703128|4555.6| 0.263| 0.040| 30.537| 3.762|RC      | 1.0056| 1.118| 0.079|11.259| 0.024| 2.383| 0.010| 1.11e-03| 0.008| 3.744| 0.075|                |  1|KCat|Sloan|Simbad|291.29371|+47.05356
291.4458333|+47.0954167|10074230|19254700+4705435|4515.3|-0.204| 0.070| 19.658| 2.641|RGB     | 1.0437| 1.045| 0.043|13.594| 0.016| 2.190| 0.007| 5.87e-04| 0.008| 3.914| 0.160|                |  0|KCat|Sloan|Simbad|291.44583|+47.09542
293.3726250|+47.0578611|10078979|19332943+4703283|4922.6|-0.114| 0.029|236.460|17.881|RGB     | 1.0164| 1.094| 0.028| 3.926| 0.009| 3.289| 0.007| 2.55e-02| 0.006| 3.842| 0.090|                |  0|KCat|Sloan|Simbad|293.37262|+47.05786
293.7707083|+47.0178333|10079987|19350497+4701042|4628.6| 0.097| 0.013| 30.014| 3.763|RC      | 0.9964| 1.126| 0.079|11.352| 0.024| 2.379| 0.010| 1.08e-03| 0.008| 3.699| 0.238|                |  0|KCat|Sloan|Simbad|293.77071|+47.01783
294.1218333|+47.0253889|10080974|19362924+4701314|4942.5|-0.113| 0.013| 41.441| 4.577|RC      | 0.9966| 1.493| 0.074|10.943| 0.021| 2.534| 0.010| 1.61e-03| 0.008| 3.323| 0.341|                |  1|KCat|Sloan|Simbad|294.12183|+47.02539
294.4808333|+47.0688889|10081951|19375540+4704080|4743.8| 0.105| 0.020| 33.407| 4.102|RC      | 1.0021| 1.116| 0.078|10.644| 0.023| 2.431| 0.010| 1.31e-03| 0.008| 3.706| 0.348|                |  0|KCat|Sloan|Simbad|294.48083|+47.06889
294.6343333|+47.0576111|10082360|19383224+4703274|4569.8|-0.247| 0.038| 22.017| 2.790|RGB     | 1.0393| 1.220| 0.043|13.837| 0.016| 2.242| 0.007| 6.49e-04| 0.008| 3.651| 0.203|                |  0|KCat|Sloan|Simbad|294.63433|+47.05761
294.7119583|+47.0493056|10082581|19385087+4702575|4912.7|-0.248| 0.059| 28.439| 3.670|RC      | 0.9995| 1.144| 0.080|11.581| 0.024| 2.369| 0.010| 1.04e-03| 0.008| 3.606| 0.268|                |  0|KCat|Sloan|Simbad|294.71196|+47.04931
294.7184167|+47.0766111|10082602|19385242+4704358|4607.1| 0.263| 0.021| 31.050| 3.773|RC      | 1.0117| 1.153| 0.079|11.306| 0.024| 2.393| 0.010| 1.12e-03| 0.008| 3.713| 0.238|                |  0|KCat|Sloan|Simbad|294.71842|+47.07661
294.7436667|+47.0190833|10082680|19385848+4701087|4799.5| 0.161|-0.022| 48.329| 4.883|RC      | 0.9969| 1.748| 0.071|11.045| 0.020| 2.594| 0.009| 1.83e-03| 0.008| 3.226| 0.171|                |  0|KCat|Sloan|Simbad|294.74367|+47.01908
294.9355417|+47.0816389|10083224|19394453+4704539|4715.1| 0.148|-0.031| 35.753| 4.075|RC      | 0.9981| 1.413| 0.077|11.598| 0.023| 2.459| 0.010| 1.28e-03| 0.008| 3.455| 0.349|                |  0|KCat|Sloan|Simbad|294.93554|+47.08164
294.9705000|+47.0443333|10083313|19395292+4702396|4647.9| 0.228| 0.030| 32.919| 3.982|RC      | 1.0031| 1.161| 0.078|10.995| 0.023| 2.420| 0.010| 1.23e-03| 0.008| 3.695| 0.275|                |  0|KCat|Sloan|Simbad|294.97050|+47.04433
295.0272500|+47.0966944|10083480|19400654+4705481|4928.2|-0.340| 0.046| 31.082| 3.931|RC      | 0.9991| 1.141| 0.079|11.056| 0.024| 2.408| 0.010| 1.19e-03| 0.008| 3.586| 0.172|                |  1|KCat|Sloan|Simbad|295.02725|+47.09669
295.1488750|+47.0085278|10083815|19403573+4700307|4699.9|-0.947| 0.125| 18.084| 2.602|RGB     | 1.0421| 0.922| 0.043|13.185| 0.016| 2.163| 0.007| 5.68e-04| 0.008| 3.898| 0.201|                |  0|KCat|Sloan|Simbad|295.14887|+47.00853
296.0497083|+47.0938333|10086465|19441193+4705378|4768.3| 0.077| 0.006| 41.606| 4.354|RC      | 1.0062| 1.683| 0.074|11.699| 0.021| 2.528| 0.010| 1.48e-03| 0.008| 3.239| 0.102|                |  1|KCat|Sloan|Simbad|296.04971|+47.09383
296.3533333|+47.0413889|10087394|19452480+4702290|4643.3| 0.064| 0.014| 58.533| 5.971|RGB     | 1.0361| 1.132| 0.040| 8.145| 0.015| 2.670| 0.007| 2.95e-03| 0.007| 3.867| 0.109|                |  1|KCat|Sloan|Simbad|296.35333|+47.04139
296.3933333|+47.0303056|10087522|19453440+4701491|5070.4| 0.013|-0.017| 57.530| 5.112|RC      | 0.9797| 2.856| 0.066|12.763| 0.018| 2.682| 0.009| 1.94e-03| 0.008| 2.663| 0.238|                |  0|KCat|Sloan|Simbad|296.39333|+47.03031
296.7975833|+47.0699444|10088768|19471142+4704118|4689.9| 0.211|-0.001| 33.583| 4.018|RC      | 1.0011| 1.215| 0.078|11.109| 0.023| 2.431| 0.010| 1.25e-03| 0.008| 3.644| 0.291|                |  0|KCat|Sloan|Simbad|296.79758|+47.06994
297.0816250|+47.0767222|10089758|19481959+4704362|4085.7| 0.228| 0.017|  5.935| 1.018|RGB     | 1.0446| 1.116| 0.044|26.216| 0.017| 1.648| 0.007| 8.73e-05| 0.008| 3.930| 0.316|                |  1|KCat|Sloan|Simbad|297.08162|+47.07672
297.1595833|+47.0275000|10090039|19483830+4701390|4735.7| 0.258| 0.034| 83.245| 7.316|RGB     | 1.0279| 1.536| 0.037| 7.917| 0.014| 2.827| 0.007| 4.37e-03| 0.007| 3.449| 0.309|                |  0|KCat|Sloan|Simbad|297.15958|+47.02750
297.2655000|+47.0049722|10090400|19490372+4700179|4621.6| 0.306| 0.013| 31.859| 3.993|RC      | 1.0041| 1.028| 0.078|10.530| 0.023| 2.405| 0.010| 1.24e-03| 0.008| 3.828| 0.351|                |  1|KCat|Sloan|Simbad|297.26550|+47.00497
297.3134167|+47.0540278|10090568|19491522+4703145|4537.9| 0.473| 0.036| 71.098| 6.791|RGB     | 1.0359| 1.173| 0.038| 7.565| 0.014| 2.750| 0.007| 3.82e-03| 0.007| 3.897| 0.409|                |  0|KCat|Sloan|Simbad|297.31342|+47.05403
297.8390417|+47.0036111|10092485|19512137+4700130|4983.2|-0.188| 0.080|       |      |REJECT  |       |      |      |      |      |      |      |         |      |      |      |No Seis         |  0|KCat|Sloan|Simbad|297.83904|+47.00361
298.2668333|+47.0130833|10093888|19530404+4700471|4096.0| 0.053| 0.113|  6.068| 1.061|RGB     | 1.0469| 1.008| 0.044|24.625| 0.017| 1.659| 0.007| 9.53e-05| 0.008| 4.042| 0.519|                |  0|KCat|Sloan|Simbad|298.26683|+47.01308
298.2804583|+47.0956111|10093930|19530731+4705442|4608.4| 0.283|-0.014| 33.107| 4.018|RC      | 1.0032| 1.124| 0.078|10.812| 0.023| 2.421| 0.010| 1.25e-03| 0.008| 3.735| 0.213|                |  1|KCat|Sloan|Simbad|298.28046|+47.09561
298.4588750|+47.0360278|10094545|19535013+4702097|5032.1| 0.194|-0.004| 73.036| 6.031|RC      | 0.9879| 2.885| 0.059|11.408| 0.014| 2.784| 0.008| 2.74e-03| 0.008| 2.659| 0.859|                |  0|KCat|Sloan|Simbad|298.45887|+47.03603
298.4612500|+47.0438889|10094550|19535070+4702380|5149.1| 0.149|-0.042| 57.490| 4.827|RC(S)   |       |      |      |      |      | 2.685| 0.009|         |      |      | 0.430|No Fdnu         |  0|KCat|Sloan|Simbad|298.46125|+47.04389
298.6468333|+47.0243889|10095244|19543524+4701278|5079.9|-0.543| 0.209| 30.470| 4.269|RC(S)   | 0.9828| 0.864| 0.079| 9.642| 0.024| 2.406| 0.010| 1.36e-03| 0.008| 3.848| 0.661|                |  0|KCat|Sloan|Simbad|298.64683|+47.02439
298.6885833|+47.0163333|10095409|19544526+4700588|4715.2|-0.037| 0.034| 40.056| 4.178|RGB     | 1.0322| 1.573| 0.041|11.559| 0.015| 2.509| 0.007| 1.44e-03| 0.007| 3.340| 0.443|                |  1|KCat|Sloan|Simbad|298.68858|+47.01633
298.6940000|+47.0889167|10095427|19544656+4705201|4626.0|-0.354| 0.257| 57.189| 6.068|RGB     | 1.0371| 0.981| 0.040| 7.676| 0.015| 2.659| 0.007| 3.06e-03| 0.007| 3.967| 0.004|                |  1|KCat|Sloan|Simbad|298.69400|+47.08892
298.6963750|+47.0065833|10095438|19544713+4700237|4798.7|-0.061| 0.063| 30.412| 3.930|RC      | 0.9940| 1.049| 0.079|10.788| 0.024| 2.393| 0.010| 1.18e-03| 0.008| 3.742| 0.618|                |  0|KCat|Sloan|Simbad|298.69637|+47.00658
298.8752500|+47.0218889|10096113|19553006+4701188|4970.4|-0.592| 0.242| 35.911| 4.163|RC      | 1.0029| 1.396| 0.076|11.350| 0.023| 2.473| 0.010| 1.35e-03| 0.008| 3.310| 0.776|                |  0|KCat|Sloan|Simbad|298.87525|+47.02189
298.9677500|+47.0233333|10096476|19555226+4701240|4960.0|-0.030|-0.013|130.161|10.656|RGB     | 1.0212| 1.436| 0.034| 6.051| 0.012| 3.032| 0.007| 9.14e-03| 0.007| 3.465| 0.650|                |  0|KCat|Sloan|Simbad|298.96775|+47.02333
280.7747500|+47.1441944|10118422|18430594+4708391|4863.2| 0.065| 0.027| 44.345| 4.632|RC      | 0.9913| 1.739| 0.073|11.463| 0.021| 2.560| 0.009| 1.63e-03| 0.008| 3.211| 0.103|                |  0|KCat|Sloan|Simbad|280.77475|+47.14419
280.9395833|+47.1856944|10118658|18434550+4711085|4854.9| 0.006| 0.025| 49.814| 4.895|RC      | 1.0029| 1.882| 0.070|11.256| 0.019| 2.610| 0.009| 1.86e-03| 0.008| 3.121| 0.036|                |  0|KCat|Sloan|Simbad|280.93958|+47.18569
283.1194167|+47.1379167|10122158|18522866+4708165|5016.3|-0.057| 0.014|188.047|14.453|RGB     | 1.0176| 1.320| 0.029| 4.813| 0.010| 3.194| 0.007| 1.67e-02| 0.006| 3.589| 0.129|                |  0|KCat|Sloan|Simbad|283.11942|+47.13792
283.2592917|+47.1312222|10122402|18530223+4707524|3979.1| 0.432| 0.012|  5.368| 0.956|RGB     | 1.0490| 1.003| 0.044|26.313| 0.017| 1.599| 0.007| 7.77e-05| 0.008| 4.128| 0.321|SeisUnc         |  0|KCat|Sloan|Simbad|283.25929|+47.13122
283.7027083|+47.1378611|10123207|18544865+4708163|4843.3|-0.414| 0.140|159.873|13.618|RGB     | 1.0197| 0.968| 0.031| 4.510| 0.011| 3.116| 0.007| 1.49e-02| 0.007| 3.965| 0.000|                |  0|KCat|Sloan|Simbad|283.70271|+47.13786
283.8992083|+47.1861111|10123573|18553581+4711100|4876.5| 0.090| 0.030| 35.671| 3.836|RC      | 1.0018| 1.853| 0.077|13.183| 0.023| 2.466| 0.010| 1.14e-03| 0.008| 3.157| 0.169|                |  0|KCat|Sloan|Simbad|283.89921|+47.18611
284.2033333|+47.1977778|10124179|18564880+4711520|4465.7|-0.394| 0.198| 22.559| 2.998|RGB     | 1.0452| 0.929| 0.043|12.003| 0.016| 2.248| 0.007| 7.58e-04| 0.008| 4.027| 0.000|                |  0|KCat|Sloan|Simbad|284.20333|+47.19778
284.3272500|+47.1330000|10124436|18571854+4707588|4706.4|-0.019| 0.016| 47.572| 4.881|RGB     | 1.0338| 1.402| 0.041|10.018| 0.015| 2.583| 0.007| 1.97e-03| 0.007| 3.511| 0.083|                |  0|KCat|Sloan|Simbad|284.32725|+47.13300
286.4074167|+47.1425278|10128629|19053778+4708331|4871.0|-0.004|-0.021| 37.405| 4.181|AMB     | 1.0188| 1.417| 0.218|11.256| 0.067| 2.486| 0.010| 1.40e-03| 0.010| 3.466| 0.187|                |  1|KCat|Sloan|Simbad|286.40742|+47.14253
287.1855000|+47.1244444|10130148|19084452+4707280|4704.4| 0.015| 0.066| 30.381| 3.905|RC      | 1.0004| 1.016| 0.079|10.674| 0.024| 2.388| 0.010| 1.18e-03| 0.008| 3.793| 0.090|                |  0|KCat|Sloan|Simbad|287.18550|+47.12444
287.4497083|+47.1247500|10130679|19094793+4707291|4600.0| 0.012| 0.088| 60.849| 6.225|RGB     | 1.0372| 1.058| 0.039| 7.738| 0.014| 2.685| 0.007| 3.22e-03| 0.007| 3.970| 0.022|                |  0|KCat|Sloan|Simbad|287.44971|+47.12475
287.5434583|+47.1605833|10130853|19101043+4709381|4808.2| 0.367|-0.014|       |      |REJECT  |       |      |      |      |      |      |      |         |      |      |      |No Seis         |  0|KCat|Sloan|Simbad|287.54346|+47.16058
287.6289167|+47.1647500|10131030|19103094+4709531|5002.3| 0.096|-0.054|104.417| 8.042|RC      | 0.9980| 2.538| 0.047| 8.961| 0.009| 2.938| 0.007| 4.97e-03| 0.008| 2.778| 0.000|                |  0|KCat|Sloan|Simbad|287.62892|+47.16475
288.2081667|+47.1949722|10132247|19124996+4711419|4729.4|-0.135| 0.051| 63.099| 6.482|RGB     | 1.0353| 1.053| 0.039| 7.531| 0.014| 2.707| 0.007| 3.48e-03| 0.007| 3.906| 0.013|                |  1|KCat|Sloan|Simbad|288.20817|+47.19497
288.5718333|+47.1014722|10133033|19141724+4706053|4836.6| 0.190|-0.013|192.561|14.704|RGB     | 1.0186| 1.248| 0.029| 4.666| 0.010| 3.196| 0.007| 1.73e-02| 0.006| 3.744| 0.118|                |  0|KCat|Sloan|Simbad|288.57183|+47.10147
289.3243750|+47.1733611|10134740|19171785+4710241|4866.5|-0.126| 0.016| 39.376| 4.464|RC      | 0.9990| 1.370| 0.075|10.794| 0.022| 2.508| 0.010| 1.54e-03| 0.008| 3.425| 0.076|                |  0|KCat|Sloan|Simbad|289.32437|+47.17336
289.9449167|+47.1440000|10136256|19194678+4708384|4793.1|-0.251| 0.067| 22.884| 3.210|RC      | 1.0085| 0.947| 0.083|11.819| 0.026| 2.269| 0.010| 8.09e-04| 0.008| 3.805| 0.170|                |  0|KCat|Sloan|Simbad|289.94492|+47.14400
289.9581667|+47.1587500|10136291|19194996+4709315|4555.1|-0.185| 0.155| 33.968| 4.087|RGB     | 1.0420| 0.958| 0.042| 9.882| 0.016| 2.430| 0.007| 1.40e-03| 0.007| 4.053| 0.021|                |  1|KCat|Sloan|Simbad|289.95817|+47.15875
289.9983333|+47.1869722|10136388|19195960+4711131|4853.0|-0.209| 0.067| 27.016| 3.551|RC      | 1.0126| 1.043| 0.081|11.380| 0.025| 2.344| 0.010| 9.98e-04| 0.008| 3.702| 0.166|                |  0|KCat|Sloan|Simbad|289.99833|+47.18697
291.5041250|+47.1755000|10140238|19260099+4710318|4559.1| 0.238| 0.073| 67.844| 6.659|RGB     | 1.0360| 1.109| 0.039| 7.522| 0.014| 2.730| 0.007| 3.68e-03| 0.007| 3.952| 0.102|                |  0|KCat|Sloan|Simbad|291.50412|+47.17550
291.5768333|+47.1393889|10140432|19261844+4708218|4676.6|-0.139| 0.065| 45.656| 4.965|RGB     | 1.0369| 1.132| 0.041| 9.206| 0.015| 2.564| 0.007| 2.05e-03| 0.007| 3.795| 0.166|                |  0|KCat|Sloan|Simbad|291.57683|+47.13939
293.4392500|+47.1144444|10145279|19334542+4706520|4709.3|-0.232| 0.047| 30.887| 3.585|RGB     | 1.0357| 1.310| 0.042|12.017| 0.016| 2.396| 0.007| 1.06e-03| 0.008| 3.549| 0.260|                |  1|KCat|Sloan|Simbad|293.43925|+47.11444
294.1014167|+47.1361389|10147072|19362434+4708101|4985.8| 0.085|-0.016| 68.146| 6.195|RC      | 1.0019| 1.963| 0.062| 9.764| 0.015| 2.752| 0.008| 2.97e-03| 0.008| 3.089| 0.233|                |  1|KCat|Sloan|Simbad|294.10142|+47.13614
294.1275000|+47.1919167|10147167|19363060+4711309|4690.0| 0.328| 0.005|124.436|10.611|RGB     | 1.0270| 1.147| 0.034| 5.609| 0.012| 3.000| 0.007| 9.17e-03| 0.007| 3.911| 0.262|                |  0|KCat|Sloan|Simbad|294.12750|+47.19192
294.4285833|+47.1920556|10148026|19374286+4711314|4981.4|-0.012|-0.026| 71.594| 6.421|RC      | 0.9986| 1.995| 0.060| 9.606| 0.015| 2.773| 0.008| 3.17e-03| 0.008| 3.057| 0.128|                |  1|KCat|Sloan|Simbad|294.42858|+47.19206
294.6421250|+47.1059444|10148658|19383411+4706214|4494.5|-0.109| 0.035| 17.104| 2.373|RGB     | 1.0451| 1.043| 0.043|14.578| 0.016| 2.129| 0.007| 4.75e-04| 0.008| 3.925| 0.265|                |  0|KCat|Sloan|Simbad|294.64212|+47.10594
295.0663333|+47.1088056|10149906|19401592+4706317|5089.0|-0.568| 0.243| 29.116| 4.027|RC      | 0.9855| 0.945| 0.080|10.310| 0.024| 2.387| 0.010| 1.22e-03| 0.008| 3.757| 0.352|                |  0|KCat|Sloan|Simbad|295.06633|+47.10881
296.0615000|+47.1866667|10152909|19441476+4711120|4630.4| 0.036| 0.053| 78.274| 7.513|RGB     | 1.0333| 1.088| 0.038| 6.907| 0.014| 2.796| 0.007| 4.65e-03| 0.007| 3.924| 0.007|                |  1|KCat|Sloan|Simbad|296.06150|+47.18667
296.1277083|+47.1653333|10153120|19443065+4709552|4723.8|-0.040| 0.061| 75.017| 7.274|RGB     | 1.0325| 1.126| 0.038| 7.145| 0.014| 2.782| 0.007| 4.35e-03| 0.007| 3.835| 0.160|                |  0|KCat|Sloan|Simbad|296.12771|+47.16533
296.3055000|+47.1109722|10153739|19451332+4706395|4924.8| 0.124|-0.004| 98.741| 7.950|REJECT  |       |      |      |      |      |      |      |         |      |      | 0.129|No Seis         |  1|KCat|Sloan|Simbad|296.30550|+47.11097
296.3217500|+47.1009444|10153785|19451722+4706034|4679.5|-0.238| 0.059| 32.932| 3.990|RGB     | 1.0405| 1.006| 0.042|10.215| 0.016| 2.422| 0.007| 1.33e-03| 0.008| 3.943| 0.236|                |  0|KCat|Sloan|Simbad|296.32175|+47.10094
296.4047083|+47.1247222|10154071|19453713+4707290|4561.4|-0.270| 0.051| 19.592| 2.637|RGB     | 1.0429| 1.059| 0.043|13.673| 0.016| 2.191| 0.007| 5.84e-04| 0.008| 3.865| 0.197|                |  0|KCat|Sloan|Simbad|296.40471|+47.12472
296.4580417|+47.1995833|10154247|19454993+4711585|4800.2|-0.082| 0.019| 31.394| 3.889|RC      | 0.9979| 1.186| 0.079|11.288| 0.024| 2.407| 0.010| 1.16e-03| 0.008| 3.609| 0.228|                |  0|KCat|Sloan|Simbad|296.45804|+47.19958
